Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Metabolic rate (W),Body mass (g),Temperature (K)
Mammalia,Primates,Callitrichidae,Callithrix,jacchus,White-tufted-ear marmoset,477.0,382.0,144.0,62.0,2.0,2.0,169.0,26.5,86.67,255.2,0.0172,22.8,captivity,0.848,190.0,309.15
Mammalia,Primates,Callitrichidae,Callithrix,kuhlii,Wied's black-tufted-ear marmoset,477.0,382.0,144.0,,,,,,,342.0,,20.0,captivity,,,
Mammalia,Primates,Callitrichidae,Callithrix,penicillata,Black-pencilled marmoset,477.0,382.0,144.0,,2.0,,,,,307.0,,15.4,captivity,,,
Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Pygmy marmoset,684.0,638.0,125.0,91.0,2.0,,171.0,16.0,70.0,124.0,,18.6,captivity,0.599,110.7,308.35
Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked tamarin,546.0,730.0,147.0,91.0,1.8,1.0,202.0,39.9,,456.5,,24.9,captivity,,,
Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,Black-mantled tamarin,850.0,,140.0,82.0,1.8,2.9,251.0,43.5,175.0,519.2,0.0079,20.2,captivity,,,
Mammalia,Primates,Callitrichidae,Leontopithecus,chrysomelas,Golden-headed lion tamarin,654.0,730.0,132.0,,2.0,,,,,535.0,,21.3,captivity,,,
Mammalia,Primates,Callitrichidae,Leontopithecus,chrysopygus,Golden-rumped lion tamarin,654.0,730.0,132.0,,,,,,,570.0,,17.9,captivity,,,
Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Golden lion tamarin,547.0,730.0,128.0,131.0,2.0,1.8,189.0,55.3,165.0,654.5,0.0077,31.6,captivity,,,
Mammalia,Primates,Callitrichidae,Mico,argentatus,Silvery marmoset,304.0,334.0,144.0,120.0,2.0,3.2,213.0,35.1,,343.2,0.0059,16.5,captivity,,,
Mammalia,Primates,Callitrichidae,Mico,humeralifer,Tassel-eared marmoset,304.0,334.0,144.0,,2.0,,,34.5,,355.8,,15.0,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,bicolor,Brazilian bare-faced tamarin,,,160.0,,1.63,,,,,495.8,,19.0,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's tamarin,548.0,550.0,142.0,56.0,2.0,,241.0,46.03,,499.3,,20.5,captivity,1.305,225.0,
Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor tamarin,546.0,730.0,145.0,,2.0,,,47.0,,518.5,,23.7,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,labiatus,Red-chested mustached tamarin,,,147.0,227.0,1.9,1.2,299.0,42.33,,501.3,,20.5,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,leucopus,Silvery-brown bare-face tamarin,,,142.0,,2.0,,,44.0,,490.0,,15.2,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,midas,Midas tamarin,608.0,,127.0,71.0,2.0,1.4,207.0,40.0,,553.8,,21.0,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,mystax,Black-chested mustached tamarin,486.0,540.0,145.0,171.0,2.0,,168.0,46.9,,543.5,,20.0,captivity,,,
Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Cotton-top tamarin,548.0,550.0,178.0,52.0,1.9,1.0,244.0,39.36,105.0,445.5,0.0102,26.2,captivity,,,
Mammalia,Primates,Cebidae,Cebus,albifrons,White-fronted capuchin,1310.0,1310.0,158.0,274.0,1.0,0.7,547.0,233.0,,2467.5,,40.4,captivity,,,
Mammalia,Primates,Cebidae,Cebus,capucinus,White-faced capuchin,1505.0,2921.0,162.0,521.0,1.0,0.5,803.0,230.0,1350.0,2655.0,,54.0,captivity,,,
Mammalia,Primates,Cebidae,Cebus,olivaceus,Weeping capuchin,2190.0,,162.0,740.0,1.0,0.5,792.0,,,2552.5,,47.0,captivity,,,
Mammalia,Primates,Cebidae,Saimiri,boliviensis,Bolivian squirrel monkey,1091.0,1826.0,158.0,,1.0,,,,,615.0,,30.3,captivity,,,
Mammalia,Primates,Cebidae,Saimiri,oerstedii,Central American squirrel monkey,,,161.0,,1.0,,,,,788.5,,,unknown,,,
Mammalia,Primates,Cebidae,Saimiri,sciureus,South American squirrel monkey,1003.0,1826.0,161.0,177.0,1.0,1.0,365.0,107.0,403.0,925.0,0.0125,30.2,captivity,4.429,836.7,311.15
Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin,1703.0,,158.0,307.0,1.5,0.6,671.0,239.7,1000.0,2642.5,,46.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey,,,,108.0,1.0,,,221.0,,4702.5,,27.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's monkey,,,,,1.0,0.8,485.0,,,4700.0,,24.1,captivity,,,
Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's monkey,,,,,1.0,,,,,5250.0,,26.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Allochrocebus,solatus,Sun-tailed monkey,1734.0,,,,1.0,0.7,548.0,,,5405.0,,,unknown,,,
Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile mangabey,1536.0,,170.0,,,,,,,8000.0,,31.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,Tana River mangabey,2267.0,,175.0,365.0,1.0,,,,2170.0,9467.5,,,unknown,,,
Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey,973.0,,167.0,,1.0,0.9,457.0,,,9492.5,,46.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,1642.0,,147.0,182.0,1.0,0.7,540.0,371.0,,3705.0,,31.2,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,1095.0,,180.0,365.0,1.0,,,,,3600.0,,30.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,1460.0,,172.0,365.0,1.0,0.4,821.0,340.0,,3585.0,,36.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,Diana monkey,1962.0,,,365.0,1.0,1.0,365.0,475.0,,4550.0,,35.1,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied monkey,1572.0,,172.0,,1.0,,,,,3250.0,,24.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced monkey,,,,,,,,,,4425.0,,28.6,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,1673.0,1673.0,132.0,315.0,1.0,0.5,515.0,366.4,,9000.0,,37.8,captivity,19.276,8648.7,310.65
Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,Mona monkey,,,,,1.0,,,284.0,,4500.0,,30.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,1611.0,2555.0,177.0,395.0,1.0,1.0,365.0,260.0,1640.0,5945.0,,30.8,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,1460.0,,172.0,,1.0,0.5,719.0,406.0,,5465.0,,31.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,Lesser white-nosed monkey,,,,,1.0,,,,,3650.0,,29.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,1460.0,,165.0,,1.0,0.5,730.0,340.0,,3580.0,,27.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,Wolf's monkey,1685.0,,170.0,,1.0,,,435.0,,3390.0,,24.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,"Grivet, or Vervet",1034.0,1825.0,162.0,182.0,1.0,1.0,357.0,314.0,1036.0,5620.0,,32.0,captivity,,,309.95
Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan colobus,1642.0,730.0,191.0,,1.0,,,,,8625.0,,35.3,captivity,,,
Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,1461.0,2192.0,175.0,377.0,1.0,1.0,365.0,397.8,1600.0,9950.0,,35.0,captivity,17.037,10623.6,310.15
Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus,1642.0,730.0,185.0,270.0,1.0,0.6,442.0,708.5,1240.0,9525.0,,33.9,captivity,,,
Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey,956.0,1400.0,167.0,162.0,1.0,1.0,357.0,504.5,1950.0,7750.0,,30.0,captivity,5.958,3000.0,312.45
Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,1460.0,,181.0,233.0,1.0,0.4,584.0,425.0,2170.0,9317.5,,36.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,1186.0,2099.0,177.0,299.0,1.0,0.6,558.0,479.0,2300.0,9275.0,,29.2,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam macaque,,,,,,,,,,9100.0,,31.4,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,1238.0,1544.0,165.0,,1.0,0.9,431.0,320.0,,6362.5,,39.0,captivity,,,310.75
Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque,1483.0,1369.0,174.0,,1.5,0.5,514.0,496.0,,8882.5,,38.5,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque,1825.0,1095.0,165.0,507.0,1.0,0.6,669.0,389.5,,5575.0,,33.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey,1231.0,2007.0,165.0,,1.0,1.0,444.0,464.0,,8235.0,0.0012,40.0,captivity,,,310.45
Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,"Southern pig-tailed macaque, or Pigtail macaque",1125.0,1095.0,172.0,324.0,1.0,0.8,405.0,462.5,1416.5,7912.5,0.0015,37.6,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque,1490.0,,176.0,365.0,1.0,0.7,540.0,461.0,,7965.0,,34.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,ochreata,Booted macaque,1490.0,1095.0,172.0,,,,,,,3950.0,,29.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque,1295.0,1795.0,161.0,304.0,1.0,1.0,365.0,394.0,2000.0,6755.0,,30.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque,1429.0,2511.0,176.0,365.0,1.0,0.7,503.0,407.0,,7875.0,,40.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque,1460.0,,152.0,396.0,1.0,0.7,547.0,446.0,,4370.0,,29.3,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,1399.0,2007.0,164.0,213.0,1.5,1.0,365.0,450.0,2420.0,10875.0,,30.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Tibetan macaque,1454.0,2099.0,170.0,571.0,1.0,0.5,730.0,525.0,2400.0,10300.0,,27.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean macaque,,,173.0,,,,,,,11950.0,,28.4,captivity,,,
Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,1277.0,,179.0,487.0,1.0,0.8,448.0,772.0,,18250.0,,39.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,1186.0,,173.0,354.0,1.0,0.8,532.0,613.0,3000.0,23000.0,,40.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,"Southern talapoin monkey, or Talapoin",1395.0,2008.0,169.0,130.0,1.0,1.0,1096.0,203.8,450.0,1384.5,,27.7,captivity,,,
Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,1460.0,,166.0,213.0,1.25,0.7,540.0,490.0,2000.0,14617.5,0.0018,25.1,captivity,,,
Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,1514.0,1762.0,171.0,300.0,1.0,0.8,568.0,814.0,3950.0,18000.0,0.0026,37.5,captivity,21.095,12670.8,311.15
Mammalia,Primates,Cercopithecidae,Presbytis,comata,Grizzled leaf monkey,,,,,1.0,,,,,6695.0,,,unknown,,,
Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,"Black-crested sumatran langur, or Mitred leaf monkey",,,,,1.0,,,,,6540.0,,20.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Presbytis,thomasi,North Sumatran leaf monkey,,,,,,,,,,6690.0,,,unknown,,,
Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,"Red-shanked douc langur, or Douc langur",1460.0,,171.0,330.0,1.0,1.0,365.0,393.5,,9720.0,,26.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Rhinopithecus,bieti,Black snub-nosed monkey,755.0,,170.0,,,,,427.0,,9960.0,,,unknown,,,
Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,,,199.0,,1.0,,,,,14750.0,,29.5,captivity,,,
Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162.0,1886.0,192.0,342.0,1.0,0.7,514.0,500.0,2100.0,13516.5,,29.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey,,,,,1.0,,,,,12000.0,,34.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278.0,,211.0,250.0,1.0,0.4,784.0,432.33,1100.0,7081.8,,26.1,captivity,,,
Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391.0,2190.0,168.0,433.0,1.0,0.5,740.0,464.0,3900.0,16200.0,,36.0,captivity,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,auratus,Javan langur,,,,,,,,,,9720.0,,31.1,captivity,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey,1461.0,,150.0,365.0,1.0,,,,,6185.0,,28.3,captivity,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,Francois's leaf monkey,1460.0,,,398.0,,,,457.0,,7325.0,,26.3,captivity,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,geei,Golden leaf monkey,,,,,1.0,,,,,8100.0,,,unknown,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461.0,,145.0,365.0,1.0,0.5,,300.0,,7080.0,,33.9,captivity,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,1461.0,,167.0,309.0,1.0,0.8,456.0,,,8400.0,,28.3,captivity,,,
Mammalia,Primates,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey,,,,,,,,,,11450.0,,25.2,captivity,,,
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur,365.0,365.0,65.0,47.0,2.2,,,18.1,,395.0,,13.4,captivity,,,
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365.0,,61.0,,2.2,1.0,365.0,19.0,,380.0,,29.0,captivity,1.088,300.0,311.15
Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243.0,243.0,61.0,,2.0,1.0,73.0,6.0,,64.8,0.0362,18.2,captivity,,,
Mammalia,Primates,Cheirogaleidae,Microcebus,rufus,Brown mouse lemur,299.0,243.0,61.0,40.0,2.5,,73.0,6.5,,55.5,,,unknown,,,
Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312.0,275.0,89.0,136.0,1.8,1.0,365.0,14.8,,311.2,,17.4,captivity,,,
Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,"Masoala fork-marked lemur, or Fork-marked lemur",,,174.0,,1.0,,,,,400.0,,25.0,captivity,,,
Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882.0,,165.0,,1.0,1.0,760.0,109.0,,2277.5,,32.3,captivity,,,
Mammalia,Primates,Galagidae,Euoticus,elegantulus,Western needle-clawed galago,,,122.0,60.0,1.0,,182.0,,,315.0,,,unknown,1.205,261.5,
Mammalia,Primates,Galagidae,Galago,moholi,South African galago,146.0,372.0,124.0,,1.4,2.0,182.0,12.3,,169.2,,16.6,captivity,0.285,170.0,
Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago,240.0,300.0,126.0,89.0,1.5,2.0,225.0,12.2,100.0,192.2,0.0169,17.1,captivity,0.764,171.5,311.05
Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,256.0,270.0,111.0,50.0,1.1,1.0,365.0,7.5,,60.0,,13.4,captivity,0.372,62.4,
Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,"Brown greater galago, or Greater galago",495.0,639.0,130.0,138.0,1.5,1.0,119.0,43.2,500.0,1094.5,,22.7,captivity,2.595,993.5,309.75
Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago,600.0,600.0,132.0,140.0,1.0,1.4,365.0,46.0,,1300.0,,20.0,captivity,3.927,1314.0,309.15
Mammalia,Primates,Galagidae,Paragalago,zanzibaricus,"Zanzibar bushbaby, or Zanzibar galago",265.0,365.0,120.0,,1.3,2.0,,14.1,,146.8,,,unknown,,,
Mammalia,Primates,Galagidae,Sciurocheirus,alleni,Allen's squirrel galago,243.0,274.0,133.0,,1.3,1.0,365.0,24.0,,273.0,,,unknown,,,
Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla,2829.0,4015.0,256.0,,1.0,0.3,1397.0,2061.4,,139842.0,0.0008,60.1,captivity,,,308.65
Mammalia,Primates,Hominidae,Homo,sapiens,Human,4745.0,5110.0,280.0,,1.0,0.3,639.0,3312.5,,62035.0,0.0005,122.5,captivity,82.78,70000.0,310.15
Mammalia,Primates,Hominidae,Pan,paniscus,"Pygmy chimpanzee, or Bonobo",3194.0,,232.0,635.0,1.0,0.2,1825.0,1331.0,8500.0,39925.0,,55.0,captivity,,,
Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,3376.0,2920.0,229.0,1111.0,1.0,0.2,840.0,1821.0,8500.0,44983.5,0.0007,68.0,captivity,,,308.85
Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan,2555.0,2555.0,249.0,1003.0,1.0,0.2,1414.0,1736.5,11000.0,64475.0,0.0009,59.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hoolock,hoolock,"Western hoolock gibbon, or Hoolock gibbon",2556.0,,,709.0,1.0,0.3,1080.0,,,6875.0,,41.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hylobates,agilis,Agile gibbon,2849.0,1825.0,216.0,724.0,1.0,0.3,1138.0,,,5925.0,,49.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon,,,213.0,335.0,1.0,0.4,,,,5900.0,,37.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,2555.0,1825.0,217.0,600.0,1.0,0.5,1095.0,307.2,1070.0,6810.0,0.002,56.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon,2849.0,1825.0,243.0,724.0,1.0,0.4,730.0,,,6207.5,,45.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon,2849.0,1825.0,207.0,,1.0,,1080.0,,,5765.0,,60.0,captivity,,,
Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon,2555.0,1825.0,228.0,,1.0,,,,,5735.0,,38.0,captivity,,,
Mammalia,Primates,Hylobatidae,Nomascus,concolor,Crested gibbon,3080.0,,207.0,724.0,1.0,,821.0,,,6852.5,,46.1,captivity,,,
Mammalia,Primates,Hylobatidae,Nomascus,leucogenys,"Northern white-cheeked gibbon, or White-cheeked gibbon",3069.0,,208.0,,,,,497.0,,6000.0,,44.1,captivity,,,
Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,2190.0,2190.0,231.0,642.0,1.0,0.4,607.0,517.0,,10900.0,,43.0,captivity,,,
Mammalia,Primates,Indriidae,Propithecus,diadema,Diademed sifaka,1186.0,913.0,157.0,277.0,1.0,0.5,745.0,145.0,,5550.0,,21.0,wild,,,
Mammalia,Primates,Indriidae,Propithecus,tattersalli,Golden-crowned sifaka,1642.0,,,155.0,,,,98.0,,3545.0,,20.0,captivity,,,
Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912.0,912.0,148.0,150.0,1.0,1.0,537.0,72.25,,5000.0,,31.0,wild,3.738,3350.0,309.15
Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,608.0,,126.0,,1.24,1.0,,70.0,,1645.0,,27.0,captivity,,,
Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur,509.0,633.0,118.0,,1.1,2.0,548.0,73.0,,2485.0,,35.5,captivity,4.239,2374.1,309.65
Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur,540.0,266.0,120.0,,1.4,1.0,365.0,70.1,,2467.0,,37.5,captivity,,,
Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,650.0,1065.0,120.0,,1.0,1.0,,62.0,,1555.0,,36.2,captivity,,,
Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646.0,1350.0,120.0,,1.0,,,76.5,,2191.5,,31.7,captivity,,,
Mammalia,Primates,Lemuridae,Hapalemur,aureus,Golden bamboo lemur,,,142.0,135.0,1.0,1.0,365.0,,,1455.0,,,unknown,,,
Mammalia,Primates,Lemuridae,Hapalemur,griseus,"Gray bamboo lemur, or Bamboo lemur",880.0,1346.0,145.0,,1.1,1.1,335.0,50.4,,1012.5,,23.3,captivity,,,
Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,595.0,912.0,135.0,152.0,1.1,0.9,365.0,70.6,,2555.0,,37.3,captivity,,,
Mammalia,Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur,,,142.0,,1.0,1.0,,,,1737.5,,17.6,captivity,,,
Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,609.0,650.0,98.0,,2.2,,,109.73,,3601.3,,37.5,captivity,,,
Mammalia,Primates,Lemuridae,Varecia,variegata,"Black-and-white ruffed lemur, or Ruffed lemur",605.0,649.0,98.0,,1.9,1.0,365.0,107.17,,3482.3,,40.0,captivity,,,
Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,Weasel sportive lemur,592.0,546.0,135.0,85.0,1.0,1.0,,27.0,,700.0,,,unknown,,,
Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed sportive lemur,595.0,,136.0,122.0,1.0,,,,,779.0,,,unknown,,,
Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279.0,270.0,133.0,115.0,1.0,1.5,137.0,26.1,160.0,257.5,0.0061,13.0,captivity,0.731,206.0,309.15
Mammalia,Primates,Lorisidae,Loris,tardigradus,"Red slender loris, or Slender loris",380.0,365.0,166.0,150.0,1.3,1.5,288.0,11.0,139.0,238.2,,21.6,captivity,0.714,284.0,308.65
Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris,578.0,,188.0,177.0,1.0,1.0,492.0,48.2,520.0,890.5,,25.8,captivity,1.504,1128.6,308.55
Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273.0,,188.0,133.0,2.0,,448.0,23.0,,419.0,,19.3,captivity,,,
Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,547.0,547.0,170.0,,1.0,1.0,354.0,38.3,,919.9,0.0125,32.4,captivity,1.942,968.6,309.25
Mammalia,Primates,Pitheciidae,Cacajao,calvus,"Bald uacari, or Red uakari",1204.0,,182.0,639.0,1.0,0.5,776.0,,,3165.0,,35.8,captivity,,,
Mammalia,Primates,Pitheciidae,Cacajao,melanocephalus,Black uakari,,,,639.0,1.0,,,,,2935.0,,,unknown,,,
Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460.0,,160.0,,1.0,,,,,2910.0,,20.0,captivity,,,
Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460.0,,160.0,,1.0,,,,,2942.5,,19.6,captivity,,,
Mammalia,Primates,Pitheciidae,Pithecia,aequatorialis,Equatorial saki,,,,,,,,,,1200.0,,,unknown,,,
Mammalia,Primates,Pitheciidae,Pithecia,irrorata,Gray monk saki,,,,,,,,,,1200.0,,,unknown,,,
Mammalia,Primates,Pitheciidae,Pithecia,monachus,Monk saki,,,,,1.0,,,120.67,,1780.0,,25.0,captivity,,,
Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,775.0,1460.0,158.0,122.0,1.0,1.0,319.0,,,1480.0,,36.0,captivity,,,
Mammalia,Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi,1096.0,,132.0,206.0,1.0,0.9,395.0,74.0,,1120.0,,26.4,captivity,,,
Mammalia,Primates,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi,,,,,1.0,,,,,795.0,,25.0,captivity,,,
Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,912.0,,163.0,244.0,1.0,1.0,365.0,86.0,,804.0,,26.2,captivity,,,
Mammalia,Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier,,,179.0,83.0,1.0,,,25.9,,119.2,,16.0,captivity,0.43,113.0,306.95
Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier,920.0,,178.0,80.0,1.0,1.5,270.0,24.6,,122.5,,16.3,captivity,,,
Mammalia,Primates,Tarsiidae,Tarsius,tarsier,Spectral tarsier,425.0,425.0,157.0,69.0,1.0,2.4,153.0,24.3,,144.8,,,unknown,0.831,173.0,309.15
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant,3287.0,3287.0,644.0,,1.0,0.2,1141.0,107000.0,,3178000.0,,79.6,captivity,2336.5,3672000.0,308.95
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant,4018.0,3650.0,670.0,1071.0,1.0,0.2,1707.0,105000.0,600000.0,4800000.0,0.0003,65.0,captivity,,,309.35
Mammalia,Rodentia,Abrocomidae,Abrocoma,bennettii,Bennett's chinchilla rat,,,,,3.0,2.0,,,,265.5,,2.3,captivity,,,
Mammalia,Rodentia,Aplodontiidae,Aplodontia,rufa,Mountain beaver,730.0,730.0,29.0,56.0,2.75,1.0,365.0,25.5,393.0,1125.0,0.0288,,unknown,1.892,706.8,311.15
Mammalia,Rodentia,Bathyergidae,Cryptomys,anselli,Ansell's mole-rat,365.0,365.0,,,,,,,,90.0,0.006,20.6,captivity,,,
Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511.0,,93.0,,2.5,1.0,,9.0,,180.0,,15.5,captivity,0.418,131.3,308.35
Mammalia,Rodentia,Bathyergidae,Cryptomys,hottentotus,African mole rat,450.0,,81.0,46.0,2.86,1.5,132.0,8.63,26.1,132.5,,11.0,captivity,0.35,78.9,307.55
